user_id,d,D,perceptibility
1916,26,114,0.11304347826086956
2116,26,135,0.11304347826086956
5364,26,118,0.11304347826086956
5102,26,78,0.11304347826086956
1836,26,175,0.11304347826086956
3400,26,85,0.11304347826086956
3393,26,87,0.11304347826086956
1757,26,113,0.11304347826086956
5349,26,103,0.11304347826086956
3013,26,71,0.11304347826086956
3526,26,132,0.11304347826086956
195,26,146,0.11304347826086956
3757,26,101,0.11304347826086956
4634,26,68,0.11304347826086956
2376,26,80,0.11304347826086956
3705,26,76,0.11304347826086956
2878,26,99,0.11304347826086956
4457,26,107,0.11304347826086956
146,26,90,0.11304347826086956
4303,26,77,0.11304347826086956
5978,26,97,0.11304347826086956
1692,26,114,0.11304347826086956
5852,25,68,0.10869565217391304
1628,25,119,0.10869565217391304
4028,25,257,0.10869565217391304
2665,25,108,0.10869565217391304
230,25,65,0.10869565217391304
1051,25,154,0.10869565217391304
1383,25,100,0.10869565217391304
5103,25,158,0.10869565217391304
4224,25,98,0.10869565217391304
5684,25,139,0.10869565217391304
2788,25,62,0.10869565217391304
5917,25,82,0.10869565217391304
5623,25,84,0.10869565217391304
5008,25,95,0.10869565217391304
1693,25,66,0.10869565217391304
1117,25,139,0.10869565217391304
3760,25,74,0.10869565217391304
2679,25,90,0.10869565217391304
5645,25,142,0.10869565217391304
4490,25,87,0.10869565217391304
6036,25,97,0.10869565217391304
1437,25,98,0.10869565217391304
5367,25,84,0.10869565217391304
594,24,99,0.10434782608695652
3140,24,84,0.10434782608695652
3087,24,95,0.10434782608695652
3501,24,80,0.10434782608695652
3025,24,75,0.10434782608695652
1264,24,103,0.10434782608695652
3808,24,115,0.10434782608695652
3044,24,109,0.10434782608695652
150,24,56,0.10434782608695652
5163,24,132,0.10434782608695652
2609,24,98,0.10434782608695652
442,24,115,0.10434782608695652
4505,24,72,0.10434782608695652
899,24,51,0.10434782608695652
5352,24,73,0.10434782608695652
5371,24,121,0.10434782608695652
889,24,91,0.10434782608695652
5430,24,74,0.10434782608695652
4509,24,56,0.10434782608695652
2565,24,79,0.10434782608695652
1425,24,134,0.10434782608695652
4072,24,60,0.10434782608695652
858,24,88,0.10434782608695652
4906,24,57,0.10434782608695652
4715,24,82,0.10434782608695652
2641,24,106,0.10434782608695652
4772,24,37,0.10434782608695652
1260,23,42,0.1
3423,23,84,0.1
3428,23,70,0.1
5048,23,54,0.1
1920,23,58,0.1
5600,23,99,0.1
1972,23,51,0.1
1974,23,77,0.1
4637,23,99,0.1
817,23,133,0.1
4956,23,69,0.1
274,23,65,0.1
314,23,70,0.1
4979,23,135,0.1
3601,23,51,0.1
1863,23,68,0.1
2015,23,134,0.1
4957,23,62,0.1
4578,23,129,0.1
4607,23,94,0.1
635,23,80,0.1
3999,23,82,0.1
798,23,94,0.1
1790,23,147,0.1
4090,23,60,0.1
3853,23,143,0.1
1727,23,117,0.1
5337,23,85,0.1
3796,23,57,0.1
461,23,58,0.1
5306,23,77,0.1
5466,23,93,0.1
3885,23,173,0.1
2414,23,101,0.1
4310,23,89,0.1
1667,23,39,0.1
5878,23,130,0.1
2786,23,89,0.1
2629,23,75,0.1
1837,23,121,0.1
3540,22,74,0.09565217391304348
166,22,97,0.09565217391304348
4858,22,45,0.09565217391304348
5501,22,72,0.09565217391304348
2072,22,81,0.09565217391304348
2020,22,76,0.09565217391304348
673,22,124,0.09565217391304348
3266,22,81,0.09565217391304348
169,22,82,0.09565217391304348
2077,22,100,0.09565217391304348
3231,22,67,0.09565217391304348
5630,22,110,0.09565217391304348
3403,22,73,0.09565217391304348
5333,22,87,0.09565217391304348
5323,22,82,0.09565217391304348
716,22,142,0.09565217391304348
1569,22,59,0.09565217391304348
5596,22,79,0.09565217391304348
5056,22,108,0.09565217391304348
3401,22,72,0.09565217391304348
1587,22,75,0.09565217391304348
5404,22,66,0.09565217391304348
3621,22,73,0.09565217391304348
2162,22,66,0.09565217391304348
3685,22,113,0.09565217391304348
2165,22,76,0.09565217391304348
2841,22,109,0.09565217391304348
5942,22,67,0.09565217391304348
5777,22,47,0.09565217391304348
1420,22,74,0.09565217391304348
1266,22,94,0.09565217391304348
3756,22,91,0.09565217391304348
5801,22,42,0.09565217391304348
1340,22,60,0.09565217391304348
5837,22,123,0.09565217391304348
4167,22,111,0.09565217391304348
2593,22,83,0.09565217391304348
2608,22,94,0.09565217391304348
2761,22,63,0.09565217391304348
4058,22,93,0.09565217391304348
3902,22,154,0.09565217391304348
2699,22,45,0.09565217391304348
411,22,63,0.09565217391304348
4345,22,68,0.09565217391304348
2219,22,61,0.09565217391304348
2900,22,122,0.09565217391304348
3600,22,76,0.09565217391304348
955,22,68,0.09565217391304348
4687,22,58,0.09565217391304348
5722,22,119,0.09565217391304348
3651,22,82,0.09565217391304348
97,22,78,0.09565217391304348
3658,22,95,0.09565217391304348
2901,22,93,0.09565217391304348
4302,22,51,0.09565217391304348
5734,22,58,0.09565217391304348
1140,21,87,0.09130434782608696
2777,21,127,0.09130434782608696
2059,21,79,0.09130434782608696
1317,21,82,0.09130434782608696
931,21,55,0.09130434782608696
1426,21,69,0.09130434782608696
802,21,84,0.09130434782608696
1071,21,93,0.09130434782608696
1273,21,83,0.09130434782608696
2242,21,81,0.09130434782608696
1303,21,98,0.09130434782608696
2173,21,63,0.09130434782608696
996,21,61,0.09130434782608696
2781,21,73,0.09130434782608696
2484,21,70,0.09130434782608696
2849,21,86,0.09130434782608696
2453,21,85,0.09130434782608696
778,21,52,0.09130434782608696
1758,21,123,0.09130434782608696
2446,21,121,0.09130434782608696
1896,21,79,0.09130434782608696
1960,21,80,0.09130434782608696
3151,21,101,0.09130434782608696
824,21,64,0.09130434782608696
3713,21,76,0.09130434782608696
5770,21,71,0.09130434782608696
520,21,102,0.09130434782608696
3683,21,99,0.09130434782608696
3475,21,74,0.09130434782608696
202,21,84,0.09130434782608696
630,21,51,0.09130434782608696
5806,21,82,0.09130434782608696
682,21,57,0.09130434782608696
4318,21,99,0.09130434782608696
3521,21,93,0.09130434782608696
3892,21,71,0.09130434782608696
664,21,55,0.09130434782608696
4253,21,48,0.09130434782608696
5755,21,96,0.09130434782608696
4215,21,70,0.09130434782608696
4179,21,99,0.09130434782608696
5131,21,67,0.09130434782608696
476,21,121,0.09130434782608696
5180,21,55,0.09130434782608696
5220,21,88,0.09130434782608696
5250,21,86,0.09130434782608696
5271,21,75,0.09130434782608696
4342,21,132,0.09130434782608696
4750,21,88,0.09130434782608696
6010,21,81,0.09130434782608696
4921,21,84,0.09130434782608696
3462,21,71,0.09130434782608696
4932,21,95,0.09130434782608696
123,21,40,0.09130434782608696
331,21,94,0.09130434782608696
3978,21,68,0.09130434782608696
5886,21,75,0.09130434782608696
4024,21,45,0.09130434782608696
3299,21,106,0.09130434782608696
413,21,49,0.09130434782608696
4738,20,48,0.08695652173913043
1639,20,90,0.08695652173913043
5573,20,58,0.08695652173913043
139,20,87,0.08695652173913043
4079,20,94,0.08695652173913043
2676,20,72,0.08695652173913043
4094,20,101,0.08695652173913043
1764,20,173,0.08695652173913043
529,20,54,0.08695652173913043
5512,20,80,0.08695652173913043
1058,20,57,0.08695652173913043
5446,20,75,0.08695652173913043
1752,20,112,0.08695652173913043
4112,20,81,0.08695652173913043
1203,20,88,0.08695652173913043
1800,20,84,0.08695652173913043
5077,20,118,0.08695652173913043
4708,20,98,0.08695652173913043
2125,20,71,0.08695652173913043
352,20,162,0.08695652173913043
4816,20,171,0.08695652173913043
2041,20,70,0.08695652173913043
295,20,62,0.08695652173913043
4502,20,54,0.08695652173913043
2243,20,45,0.08695652173913043
4387,20,87,0.08695652173913043
4959,20,71,0.08695652173913043
929,20,92,0.08695652173913043
265,20,42,0.08695652173913043
5018,20,43,0.08695652173913043
4337,20,112,0.08695652173913043
426,20,61,0.08695652173913043
1939,20,60,0.08695652173913043
429,20,74,0.08695652173913043
1021,20,83,0.08695652173913043
4312,20,93,0.08695652173913043
1099,20,58,0.08695652173913043
2726,20,58,0.08695652173913043
3626,20,97,0.08695652173913043
1284,20,97,0.08695652173913043
1151,20,89,0.08695652173913043
646,20,54,0.08695652173913043
33,20,71,0.08695652173913043
3624,20,85,0.08695652173913043
5671,20,68,0.08695652173913043
1132,20,85,0.08695652173913043
710,20,69,0.08695652173913043
36,20,104,0.08695652173913043
1299,20,85,0.08695652173913043
6000,20,49,0.08695652173913043
2776,20,126,0.08695652173913043
5851,20,90,0.08695652173913043
5785,20,54,0.08695652173913043
5788,20,79,0.08695652173913043
5838,20,58,0.08695652173913043
696,20,82,0.08695652173913043
3473,20,68,0.08695652173913043
5848,20,78,0.08695652173913043
5908,20,68,0.08695652173913043
692,20,118,0.08695652173913043
3715,20,126,0.08695652173913043
1105,20,50,0.08695652173913043
2790,20,54,0.08695652173913043
1542,20,51,0.08695652173913043
3673,20,62,0.08695652173913043
1242,20,151,0.08695652173913043
3746,20,94,0.08695652173913043
6011,20,77,0.08695652173913043
3825,20,65,0.08695652173913043
3704,20,143,0.08695652173913043
1172,20,89,0.08695652173913043
5629,20,63,0.08695652173913043
6032,20,48,0.08695652173913043
3684,20,74,0.08695652173913043
2887,20,89,0.08695652173913043
3205,20,72,0.08695652173913043
1244,20,108,0.08695652173913043
1958,19,74,0.08260869565217391
3272,19,74,0.08260869565217391
4898,19,73,0.08260869565217391
1968,19,48,0.08260869565217391
5874,19,68,0.08260869565217391
1271,19,85,0.08260869565217391
1996,19,63,0.08260869565217391
2008,19,72,0.08260869565217391
1255,19,81,0.08260869565217391
4948,19,83,0.08260869565217391
4829,19,47,0.08260869565217391
1602,19,47,0.08260869565217391
5757,19,52,0.08260869565217391
1940,19,45,0.08260869565217391
5664,19,107,0.08260869565217391
1631,19,67,0.08260869565217391
1579,19,52,0.08260869565217391
1683,19,51,0.08260869565217391
5605,19,86,0.08260869565217391
5524,19,60,0.08260869565217391
1073,19,54,0.08260869565217391
1524,19,71,0.08260869565217391
5434,19,102,0.08260869565217391
1119,19,64,0.08260869565217391
118,19,48,0.08260869565217391
1121,19,44,0.08260869565217391
117,19,71,0.08260869565217391
1820,19,85,0.08260869565217391
5026,19,46,0.08260869565217391
5164,19,40,0.08260869565217391
1038,19,55,0.08260869565217391
5680,19,60,0.08260869565217391
1875,19,50,0.08260869565217391
5689,19,95,0.08260869565217391
5706,19,69,0.08260869565217391
1879,19,87,0.08260869565217391
1894,19,58,0.08260869565217391
5768,19,53,0.08260869565217391
1901,19,54,0.08260869565217391
5041,19,56,0.08260869565217391
1325,19,70,0.08260869565217391
963,19,46,0.08260869565217391
739,19,57,0.08260869565217391
2091,19,57,0.08260869565217391
770,19,142,0.08260869565217391
3101,19,86,0.08260869565217391
4556,19,48,0.08260869565217391
3082,19,70,0.08260869565217391
4281,19,47,0.08260869565217391
2689,19,58,0.08260869565217391
4172,19,40,0.08260869565217391
4416,19,74,0.08260869565217391
3611,19,85,0.08260869565217391
4177,19,62,0.08260869565217391
2966,19,81,0.08260869565217391
4361,19,53,0.08260869565217391
3900,19,95,0.08260869565217391
2271,19,51,0.08260869565217391
2872,19,87,0.08260869565217391
3687,19,46,0.08260869565217391
528,19,78,0.08260869565217391
4523,19,61,0.08260869565217391
4093,19,77,0.08260869565217391
3390,19,71,0.08260869565217391
3308,19,167,0.08260869565217391
3353,19,67,0.08260869565217391
4085,19,61,0.08260869565217391
4686,19,53,0.08260869565217391
3716,19,117,0.08260869565217391
3169,19,65,0.08260869565217391
3192,19,75,0.08260869565217391
4645,19,77,0.08260869565217391
1086,18,75,0.0782608695652174
5593,18,80,0.0782608695652174
127,18,40,0.0782608695652174
5441,18,54,0.0782608695652174
130,18,85,0.0782608695652174
1724,18,52,0.0782608695652174
577,18,105,0.0782608695652174
181,18,63,0.0782608695652174
5585,18,93,0.0782608695652174
5555,18,70,0.0782608695652174
2745,18,43,0.0782608695652174
2659,18,60,0.0782608695652174
4009,18,59,0.0782608695652174
5567,18,57,0.0782608695652174
5451,18,46,0.0782608695652174
3946,18,68,0.0782608695652174
2643,18,47,0.0782608695652174
5482,18,71,0.0782608695652174
1124,18,118,0.0782608695652174
3761,18,61,0.0782608695652174
3490,18,64,0.0782608695652174
3306,18,40,0.0782608695652174
1228,18,60,0.0782608695652174
1176,18,53,0.0782608695652174
1246,18,81,0.0782608695652174
3371,18,107,0.0782608695652174
3402,18,101,0.0782608695652174
5952,18,58,0.0782608695652174
3412,18,70,0.0782608695652174
3419,18,39,0.0782608695652174
3118,18,101,0.0782608695652174
2,18,34,0.0782608695652174
5794,18,103,0.0782608695652174
5626,18,51,0.0782608695652174
3499,18,108,0.0782608695652174
669,18,131,0.0782608695652174
1141,18,96,0.0782608695652174
661,18,53,0.0782608695652174
2967,18,86,0.0782608695652174
1470,18,67,0.0782608695652174
1472,18,48,0.0782608695652174
2619,18,40,0.0782608695652174
1481,18,48,0.0782608695652174
3669,18,78,0.0782608695652174
3679,18,75,0.0782608695652174
5369,18,66,0.0782608695652174
5483,18,69,0.0782608695652174
4084,18,81,0.0782608695652174
5166,18,70,0.0782608695652174
2307,18,74,0.0782608695652174
368,18,76,0.0782608695652174
4291,18,68,0.0782608695652174
2050,18,63,0.0782608695652174
293,18,70,0.0782608695652174
4831,18,57,0.0782608695652174
5005,18,44,0.0782608695652174
5087,18,45,0.0782608695652174
2222,18,67,0.0782608695652174
4661,18,44,0.0782608695652174
2506,18,59,0.0782608695652174
4994,18,69,0.0782608695652174
5158,18,54,0.0782608695652174
5165,18,66,0.0782608695652174
891,18,72,0.0782608695652174
4156,18,61,0.0782608695652174
4981,18,94,0.0782608695652174
5300,18,114,0.0782608695652174
2170,18,58,0.0782608695652174
1797,18,89,0.0782608695652174
4510,18,102,0.0782608695652174
4962,18,49,0.0782608695652174
4115,18,131,0.0782608695652174
4152,18,53,0.0782608695652174
2540,18,62,0.0782608695652174
2011,18,98,0.0782608695652174
4328,18,58,0.0782608695652174
3045,17,70,0.07391304347826087
4950,17,58,0.07391304347826087
3074,17,60,0.07391304347826087
2022,17,46,0.07391304347826087
5805,17,66,0.07391304347826087
1311,17,47,0.07391304347826087
4621,17,32,0.07391304347826087
4425,17,37,0.07391304347826087
3547,17,59,0.07391304347826087
4882,17,61,0.07391304347826087
5871,17,51,0.07391304347826087
4765,17,52,0.07391304347826087
2145,17,118,0.07391304347826087
4734,17,65,0.07391304347826087
3317,17,41,0.07391304347826087
4745,17,53,0.07391304347826087
4700,17,31,0.07391304347826087
2102,17,40,0.07391304347826087
3226,17,64,0.07391304347826087
4682,17,147,0.07391304347826087
3110,17,59,0.07391304347826087
4809,17,49,0.07391304347826087
4826,17,35,0.07391304347826087
1267,17,43,0.07391304347826087
3586,17,48,0.07391304347826087
2055,17,60,0.07391304347826087
3436,17,54,0.07391304347826087
5880,17,101,0.07391304347826087
4951,17,56,0.07391304347826087
3635,17,74,0.07391304347826087
3605,17,60,0.07391304347826087
3912,17,61,0.07391304347826087
5594,17,48,0.07391304347826087
1600,17,53,0.07391304347826087
4221,17,42,0.07391304347826087
1880,17,56,0.07391304347826087
2468,17,44,0.07391304347826087
5580,17,96,0.07391304347826087
3910,17,52,0.07391304347826087
5542,17,56,0.07391304347826087
5718,17,76,0.07391304347826087
5539,17,67,0.07391304347826087
2148,17,79,0.07391304347826087
4122,17,60,0.07391304347826087
4114,17,58,0.07391304347826087
1717,17,96,0.07391304347826087
5335,17,49,0.07391304347826087
1753,17,107,0.07391304347826087
4271,17,55,0.07391304347826087
3813,17,42,0.07391304347826087
5065,17,64,0.07391304347826087
3735,17,76,0.07391304347826087
4374,17,76,0.07391304347826087
3622,17,62,0.07391304347826087
2952,17,80,0.07391304347826087
2931,17,74,0.07391304347826087
5636,17,74,0.07391304347826087
4032,17,84,0.07391304347826087
2247,17,56,0.07391304347826087
1943,17,140,0.07391304347826087
2907,17,152,0.07391304347826087
2261,17,47,0.07391304347826087
4335,17,34,0.07391304347826087
1490,17,51,0.07391304347826087
5025,17,48,0.07391304347826087
2825,17,72,0.07391304347826087
4327,17,56,0.07391304347826087
2153,17,129,0.07391304347826087
6040,17,71,0.07391304347826087
62,17,61,0.07391304347826087
713,17,40,0.07391304347826087
677,17,76,0.07391304347826087
984,17,52,0.07391304347826087
765,17,62,0.07391304347826087
81,17,58,0.07391304347826087
796,17,37,0.07391304347826087
452,17,71,0.07391304347826087
631,17,90,0.07391304347826087
499,17,67,0.07391304347826087
17,17,66,0.07391304347826087
186,17,54,0.07391304347826087
1010,17,55,0.07391304347826087
233,17,36,0.07391304347826087
409,17,61,0.07391304347826087
408,17,90,0.07391304347826087
810,17,31,0.07391304347826087
536,17,74,0.07391304347826087
192,17,58,0.07391304347826087
3891,16,57,0.06956521739130435
1387,16,49,0.06956521739130435
271,16,84,0.06956521739130435
2997,16,48,0.06956521739130435
1019,16,85,0.06956521739130435
2282,16,60,0.06956521739130435
4666,16,53,0.06956521739130435
2429,16,48,0.06956521739130435
5545,16,69,0.06956521739130435
4352,16,121,0.06956521739130435
5530,16,78,0.06956521739130435
1392,16,33,0.06956521739130435
3416,16,96,0.06956521739130435
5592,16,49,0.06956521739130435
2995,16,71,0.06956521739130435
1696,16,70,0.06956521739130435
811,16,28,0.06956521739130435
2176,16,51,0.06956521739130435
1191,16,51,0.06956521739130435
4286,16,61,0.06956521739130435
1087,16,56,0.06956521739130435
2477,16,35,0.06956521739130435
5646,16,39,0.06956521739130435
1017,16,87,0.06956521739130435
1018,16,53,0.06956521739130435
438,16,98,0.06956521739130435
1361,16,54,0.06956521739130435
2957,16,37,0.06956521739130435
