movie_id,awardee
0972311602,0
B00071F1LA,0
1594200629,0
0333698673,0
B000MU83NY,0
B000FSQ6K0,0
009949762X,0
B0001BJEBY,0
0613926218,0
B000880ZBI,0
0606035826,0
B000MU83O8,0
B00089M3KS,0
B000HWYS9A,0
B000IH94V6,0
B000QB8IXE,0
B000OYQE6G,0
B0007GZPTS,0
078576562X,0
B00086TLW4,0
B00085Z2D2,0
B0008BF76S,0
B0007I73CI,0
B000K1Y9GK,0
B00071FX72,0
0742626482,0
B000KTY6WO,0
B0006E2VZ2,0
B00088VGXE,0
0804006946,0
B000FMKEJ0,0
B000880ZCC,0
B0008AJL7K,0
B000OVT49I,0
0613159705,0
B0006DH5W2,0
B000PV808I,0
B0001BJEDW,0
0349130221,1
B0001BJEDC,0
0761139850,0
B000I1V51Y,0
020163211X,0
0791436829,0
B0006AVEDQ,0
1931018103,0
B0001BJEDM,0
B000F75UWQ,0
0001052888,0
1587263971,0
B000J521DU,0
0670811459,0
B000NWU3I4,0
B0008CPJYC,0
1565119754,0
B0006APJMS,0
1580627560,0
B000JGSOCG,0
0451172841,0
B000H09JCS,0
B000KIT9U4,0
0940724154,0
0736641238,0
B00088VGYI,0
B0007J7HNW,0
B000JNI5XC,0
0670811467,0
B000NQ8RV0,0
9681915283,0
0060932767,0
B000JJV4QG,0
158726398X,0
0373030908,0
B0001BJEEG,0
0271017872,0
1844130487,0
0801042917,0
1565119762,0
0595329179,0
0754054004,0
B000NXDSZ8,0
0743219430,0
B000H58VD6,0
B000LEJ3YY,0
B0008AJL8Y,0
B000NQIGPC,0
140433002X,0
0060513640,0
0786192178,0
B0006CHG7W,0
B000KIP660,0
1584851376,0
1565119770,0
0688128726,0
B000N761TO,0
B0007K33P2,0
B0008BV0H8,0
B000PAZZ3M,0
1404330038,0
B0001BJEFA,0
B000FMEJV4,0
B000L2CEJ2,0
B0001BJEFU,0
B0006Y6RAM,0
B0001BJEF0,0
B0001BJEFK,0
0060513659,0
B00086OMNC,0
B0007IXH8W,0
0932020739,0
1593083238,0
0918517036,0
B000N7GM7K,0
B000BTDLJW,0
B000880ZGS,0
0838428118,0
1592910173,0
B0007EYQCM,0
B000KEPCVS,0
B0000CKDWY,0
B000GWOCA6,0
039303531X,0
B000NP2BWW,0
B0001BJEG4,0
B000H2W4DW,0
B000HTVGHA,0
B000OVBCWU,0
B000L3OPCU,0
0394576543,0
0440464854,0
B0006AJOYC,0
0670811483,0
0440155797,0
B000NYQ3W2,0
061330313X,0
0394576551,0
0833512420,0
B00085ZY26,0
B000AQNG32,0
1880909723,0
0761139893,0
0451410238,0
0140094199,0
1576467449,0
1594200696,0
B00073CT1I,0
B000PFNEI0,0
B0007J3E16,0
B000CDKO1A,0
B0000CKDXD,0
0670590630,0
B0007EIX5S,0
B000FO7LJ4,0
0471370878,0
B000OUBU8W,0
0786286172,0
0486275507,0
B000NB04WU,0
0192834118,0
0821775529,0
B000GG4JO6,0
0060916702,0
B000PWN9M4,0
0553213199,0
0451410246,0
1551662833,0
1593083262,0
B000U2H6N2,0
B0006E4N6M,0
B000EOXOXM,0
B000E9JR10,0
0380595435,0
1582701148,0
B0006BR0IS,0
0060629150,0
B0007ED2A4,0
B000NQ8RZQ,0
0486297012,0
B000GTG8BU,0
0060006021,0
0613170849,0
0373471580,0
0671641050,0
0743528549,0
B000859DBE,0
0385721579,0
B0006DXUU8,0
0843942002,0
1401206883,0
1419190946,0
0060629169,0
0373124910,0
0754054055,0
B0008CGH2K,0
B000GIW3ZQ,0
B000EB850C,0
0802843050,0
081432651X,0
0886463033,0
B000LCI4HI,0
B000JNUR56,0
B0007EYQFO,0
0385489633,0
0330316338,0
B000N761X0,0
B000E3E61M,0
0316586366,0
041500148X,0
B0008CVEW8,0
B0006ALG3E,0
B0006XK5WY,0
B000FQ4HBM,0
0192503561,0
B000Q30RG8,0
B000N76XBA,0
B000FQ4HBC,0
0824022491,0
B000NVOJ8K,0
B000PD5ZZ2,0
0743528557,0
B000I19JPI,0
B000MR6J6K,0
B00087Q3JW,0
0425193691,0
B000O3BFKM,0
B000858HXY,0
0060629177,0
0789449250,0
0306813297,0
0963864408,0
0345320611,0
B000MW00BA,0
B0007JYY3S,0
B000HWYSCM,0
B000U2H6Q4,0
B000MU83YI,0
B000GP3I3U,0
0754054071,0
0786264691,0
B0006AEPR8,0
0764225510,0
B00087G536,0
1880308134,0
0156006243,0
0394576594,0
B00085O8J6,0
019250357X,0
B000OU74PK,0
B000N4U6BG,0
B0007G6470,0
034532062X,0
0446608505,0
B000NKJM74,0
B0006DI1K2,0
B0007JYY4M,0
0783819498,0
0345342135,0
0764225529,0
B0007ED2EU,0
0316586390,0
B000K0373M,0
0849550300,0
B000N6R284,0
B0006AEPTG,0
B000GRQ33K,0
0440029708,0
0312991819,0
B00086ZGYQ,0
0613706218,0
0870111175,0
0743236017,0
0764225537,0
B000PV80BU,0
B000OXK5A8,0
0843942045,0
B000MYWCXW,0
B000L346OM,0
B000GSKMFE,0
B0007F4NA6,0
B0007ED2FE,0
B000L3TOWG,0
0028643224,0
1593359799,0
B000GLJFFO,0
0613176308,0
B0006AVEOK,0
1401201911,0
0373124961,0
0764225545,0
B000IOF1RA,0
B000MMWWAW,0
0873494008,0
1587247984,0
0742627004,0
0758207700,0
074516076X,0
006029289X,0
0786176180,0
B000GKSZSI,0
0764225553,0
B000QD6AF0,0
155832156X,0
B000875DR0,0
0805272224,0
B0008CQFP4,0
B0007J8DEE,0
B000MCBOQK,0
0395936098,0
0395588685,0
B000N28H2I,0
1581347162,0
B000I19JU8,0
B000E8DB7C,0
1596009772,0
B0006DIX78,0
B000IOF1S4,0
B000PT167M,0
B0008AEM7E,0
0786248637,0
1596009780,0
0385501528,0
B000Q19QOE,0
B000OV8EIU,0
0764225561,0
B000K7O1IK,0
B0007F9MP2,0
B000IOF1TS,0
0789460386,0
0613060857,0
B000K19G7M,0
B0007I73QO,0
B000NF9PVM,0
1581347170,0
0849936861,0
0553268899,0
0727863495,0
0452278996,0
B000H0U9NQ,0
0786701102,0
B000FQ4HIA,0
B0007DMFVC,0
B000NW4ENO,0
0393322971,0
B0007PC4VQ,0
1596009799,0
1400101344,0
B000K1Y9VA,0
B0006AVERW,0
B000HEGYW2,0
B000J2V5EE,0
0373124996,0
0613082370,0
B0007HW7PC,0
1589199677,0
0764225588,0
0813513553,0
B000869YU8,0
0385501544,0
B000GLDKS2,0
1594730377,0
B000GQYKYU,0
B0007EDY48,0
B000N76XJ2,0
B000P9XBJI,0
B0007PC4WK,0
B000CQBN1C,0
B0007F9MRA,0
1551668343,0
B00088RDGS,0
1421934523,0
B000865V50,0
B000PKSLLK,0
1421934531,0
B0007ETRDU,0
0027085201,0
B000PIGS3K,0
0523424396,0
B0007PC4XY,0
1557094101,0
0613176359,0
B0008AKH2I,0
0132340305,0
0393328406,0
B000KWFNX2,0
1558746137,0
0375424075,0
1589630629,0
B000OWOJGK,0
B0007DMFXK,0
B000JCVP30,0
0758207743,0
B000HEGYYK,0
B0007JY2RG,0
B000IOF1WK,0
0006388264,0
B000Q7K8D6,0
0380794551,0
B000H09JT6,0
B0006WELIE,0
B000FQ4HLW,0
B000OTS54K,0
B000875DWK,0
B0007PC4YI,0
1584725362,0
B000FQ4HL2,0
B000MMWWG6,0
0345397827,0
1596004800,0
B000GKTVCM,0
B000OV8EMQ,0
B000K0C0IK,0
0613176375,0
B000HWYSMM,0
B000PGE1KE,0
B0007PC4Z2,0
B000859DNM,0
0970365225,0
B0007PC4ZC,0
1846480302,0
B000ML6T5M,0
B0007JJ50K,0
1558746153,0
B0007PC4ZM,0
B000PHKAL2,0
038079456X,0
B0006AVEWC,0
B000N71YB4,0
0816146721,0
B0006C2SC0,0
1401201997,0
0380794578,0
B000GP2MS2,0
0285633791,0
B000FQ4HNK,0
0873494083,0
B000HMPAK6,0
B00007FYCH,0
2913621031,0
0671719041,0
B000HKNFJQ,0
B000JKXAC6,0
0375402594,0
0874810523,0
B0007JT3I4,0
B00007FYCO,0
158788769X,0
B0006BMX44,0
B000OWTIV6,0
1425011055,0
0813822661,0
0613176391,0
B000GLPAFI,0
B000P48HFG,0
B000N6R2BG,0
1551668394,0
0681410000,0
0802788742,0
B000HHR17Q,0
B000JGTKBK,0
0525481125,0
B000KBC9Y4,0
B000MU8ZNW,0
B0007HR8IS,0
B000GS5YKC,0
1588072606,0
9812566449,0
B000NXKJPA,0
0861714911,0
0802490778,0
141591673X,0
1558614613,0
B000MUUE72,0
076032199X,0
B000GQDSDY,0
B00085ZYCQ,0
B000HGOOV8,0
B000N3CWIC,0
0195153332,0
1588072614,0
2913621066,0
B0007334KI,0
0929071824,0
B0007FQ958,0
0394903021,0
B0006DIXAK,0
0345326164,0
B000880ZZ4,0
B000K086KG,0
B0007G64DO,0
0870679988,0
B000KS8ZD6,0
1558746196,0
1414303068,0
B000NW4EVQ,0
0553285467,0
B000KIV1BE,0
0394770722,0
0805769315,0
B000KEX670,0
B000IZAW2I,0
067162010X,0
0486270661,0
B000R1TVPW,0
B00085J9MW,0
1588072622,0
B000855A2U,0
0929071832,0
0812816056,0
0448428725,0
B0006EOAZG,0
B00085ZYEY,0
055326396X,0
B000MXWUDU,0
0773494766,0
B0006BMX8K,0
0850095484,0
B000ID76CY,0
B00087G5B8,0
0156001373,0
056347842X,0
B0006BSS0M,0
B000P1PVOY,0
0292790295,0
B0007EUN74,0
B000N5VGF0,0
0140277293,0
B000GT6CZ2,0
B0007FECI4,0
0816146772,0
0333782860,0
0440228840,0
B0007G09O4,0
B000PD6VVE,0
B0006EQ91Y,0
0681410043,0
B0006F09I2,0
0921820992,0
B000N6R2GQ,0
0805019642,0
B000K5SX40,0
B0006EQ928,0
B000GRK8KE,0
B000K0929K,0
B000GFUJK0,0
0316328820,0
B00087L4P0,0
0789003775,0
B000N5VGG4,0
B000FGGL70,0
1419191527,0
B000KF27EC,0
B0007383ZO,0
B000FGGL7A,0
B000HUH4FC,0
B0007AF7JC,0
B000P3LVZA,0
0440228859,0
B000IZQPCY,0
B00007FYIJ,0
B000GR5DFE,0
0425194272,0
B0006D98MW,0
B000JVAOPG,0
0760305943,0
1857999460,0
B0006ITZ3E,0
B0007ENWWC,0
0681994851,0
B000PGJWHG,0
0375827196,0
B0006AQFR6,0
B0007DNBMY,0
0758202822,0
0824955277,0
0385722168,0
B0007JT3PC,0
B000HESOQQ,0
0820323446,0
0446515108,0
0521340926,0
0945999763,0
B0007J4A2I,0
B0007G64H0,0
0525244581,0
0821776134,0
B0007G64IY,0
B0006ITZ4S,0
1581342292,0
0263792951,0
1416520805,0
B000L2Z5TS,0
B000K6TBBS,0
0861714970,0
4770029519,0
B000H0W11O,0
B0006RX18U,0
B000KIV1F0,0
0684153262,0
B000PGKS4M,0
0426201663,0
B000N4P7H4,0
B000KAXCZU,0
1581960417,0
B0008CRBJS,0
0895297132,0
B000FQ4HW6,0
0553269429,0
B0007G64J8,0
0312904185,0
B0007DNBOC,0
0451190009,0
0753115069,0
B000F6XM18,0
B000N76XWY,0
B0007B7O3S,0
B0006DZMAO,0
0764551264,0
B000OUIL1G,0
B000J1ER8Q,0
B000FQ4HWQ,0
1591022177,0
B000KIV1GE,0
B00005VO0T,0
1565115406,0
0765348217,0
031286583X,0
B000KL7SIG,0
9997502299,0
0395076161,0
B0006C2SMU,0
0708981755,0
B000N7CJ1S,0
B000887QCO,0
B000855A8E,0
0515129518,0
B0007F0K3K,0
B0006DD2S8,0
B0007HR8RE,0
B000PCH26I,0
B00005VO1C,0
0375822208,0
B0007ISIGI,0
B00005VO1Z,0
B000PB0X92,0
B000J2Q6HU,0
0618065652,0
B000K7J2MK,0
B000C2JJRG,0
B00005VO13,0
B0006DYQWE,0
0312242700,0
B000HWYSXQ,0
B000GSLID4,0
0394577191,0
B000GTC58K,0
B000HESOUM,0
B000HISB6A,0
0312049129,0
0425178218,0
0385264739,0
0534646026,0
0671691880,0
1565843606,0
B0007EIXOE,0
B000OU25YU,0
0006383378,0
B0006CZ89A,0
0446603694,0
B000N2Z28A,0
B000NYMW90,0
B000G1M6AU,0
B0006AQFW6,0
0877228671,0
B000HWYSZE,0
1565115430,0
0198206410,0
B000N7GMT8,0
1551663481,0
0425156710,0
0345216199,0
B000FQ4HZS,0
1593553978,0
B000QBA81O,0
B000JVAOU6,0
B0007E5572,0
1401202500,0
B000P7FNJQ,0
B000JD7H0Y,0
B0006BM1WI,0
0618065679,0
B000KS34X2,0
B0006BSS70,0
B00087WUB2,0
0142004227,0
0803729197,0
B0008A4XPA,0
0312992416,0
0140035745,0
1582972516,0
0297795015,0
0425178234,0
1401202519,0
B0007G64NO,0
000217068X,0
B0007ETRTY,0
B0007EEU0U,0
0786883448,0
0312992424,0
B000GY0PV4,0
B0006EW40E,0
1846370388,0
B000P9SCOC,0
0817302298,0
B00085UZCA,0
B00007FYQL,0
B00007FYQT,1
0385264763,0
B0006E4NRG,0
0590480871,0
1576463109,0
B00007FYQV,0
B000OTR9Y2,0
B000N3CWTG,0
B0007CC3GU,0
0140035753,0
B0007GQNJ4,0
4770029578,0
B000JRDP7O,0
B000P9HIMO,0
B0007ITE6G,0
0606053050,0
0312992432,0
B00086PIXU,0
B0006AMC8C,0
1900924536,0
B00007FYQS,0
0749005904,0
B0007IXHX2,0
0802712150,0
B000L2DAUE,0
B0006DIXM8,0
B000BSOXLS,0
B000OWELA4,0
B000GPT7VC,0
B000K086WY,0
B0008BF7YK,0
B000GQOMT8,0
B000P1FXAG,0
B0006R7C62,0
0385286287,0
1590170830,0
B000OTS5FE,0
0582538319,0
0060569980,0
1570088330,0
0874816092,0
1563896672,0
B000OWKG9Y,0
B000JGDRBE,0
B000N7GMXE,0
B000FGGLAC,0
B00070X460,0
B0000CN88S,0
0451135970,0
B000N71YRI,0
B0007ISIMM,0
B00005VO7T,0
B00089MZYM,0
1857150880,0
1401202543,0
047186854X,0
0415918251,0
B000JD7H4U,0
B000GF02B6,0
0743419162,0
B000GPP46Y,0
B00086RA0O,0
B000N6R2Q6,0
0743419170,0
0913966738,0
B000QA41SQ,0
B0006AFLYY,0
0937958301,0
B000GO28ZK,1
B000I929MA,0
0816053324,0
B00005VO83,0
B000HH6BJ0,0
B0006D98WC,0
B000PX4WO2,0
B00087WUGM,0
9996253368,0
B000IORNB2,0
1587243601,0
B000H3XEZS,0
B000ILIGUC,0
B0006ARBHY,0
B000N6R2SE,0
055357857X,0
0415918278,0
B000NM0YWO,0
140120256X,0
0449148343,0
B000GKTVWM,0
B00086KJPM,0
B0006BMXFS,0
B000HXEEQ6,0
0553286005,0
B0008BL2SA,0
B0006E4NV2,0
0460112872,0
B000B5U78E,0
B0008BL2TO,0
B000QBA882,0
B0007FECWA,0
1593355432,0
B0006DEU0W,0
0373120605,0
0471482048,0
B000N7HIFK,0
0312970978,0
0688124453,0
0446609188,0
B000KEX6FW,0
B0007EEU64,0
B000729A1Q,0
B000PRKQ66,0
B000OU31LQ,0
B0007JI9Y8,0
0062737503,0
0786117729,0
B0006DDYF4,0
0830737030,0
0785745300,0
B000IBKVAK,0
0812579259,0
B0006CZ8B8,0
1423319621,0
B000P1QRII,1
B000FGGLE8,0
B000TMYDGQ,0
B000MKF8O6,0
B0008C7ODQ,0
0373870302,0
B000GQJNM4,0
1576463168,0
B000855ACU,0
0373870310,0
1886513716,0
B0007F5JJ0,0
1576463176,0
B000I4OC7K,0
0449148378,0
B0006AGHH4,0
0890878536,0
B00087M0JE,0
1563891700,0
0937958344,0
B000JJXS74,0
B000O1BCAM,0
080758956X,0
B0006BMXJY,0
0394572297,0
B000K9XJ18,0
B000OVP1AY,0
0804736324,0
B000PAK6M2,0
B000HUC5JW,0
1576463184,0
B0000AKARW,0
B0000AKARX,0
0961891610,0
0373870329,0
B000PQZ9S2,0
0916219151,0
B000133Q0M,0
B000F33WU2,0
B000133Q0W,0
0930588010,0
B000133Q0C,0
B000738ZT8,0
B000I1Q6OK,0
0804736332,0
B000FTCJIW,0
B0000AKAS3,0
B000133Q02,0
0879501316,0
B00086RA7W,0
B000855AE8,0
B000738ZTI,0
0613249453,0
B000K969UQ,0
0140256350,0
B000N6R2XE,0
B000L41DC4,0
0786244305,0
B000133Q1G,0
B0007FW4AW,0
B000B7G90W,0
B000KL3P7E,0
B0006BMXLC,0
B000MT9AFK,0
B000O2MRQE,0
B000133Q1Q,0
B000K85OJE,0
B000KBE1FY,0
B0006AMCBO,0
B0006BNT7Y,0
0395253799,0
0553573616,0
0836218787,0
B000N71YZK,0
0373870345,0
B00088MEWG,0
1568581904,0
B000133Q16,0
B0008AFIA4,0
B000OUCQIK,0
B00085K5L6,0
0435272322,0
B000EHTAHS,0
B000Q7VYKC,0
B000JGDRKA,0
B0006BNT8S,0
B000GR0EL2,0
B000GRQ3US,0
1593355491,0
0310208068,0
1423319672,0
055214245X,0
B000133Q2A,0
B000133Q2U,0
0819216453,0
B000133Q20,0
B000133Q2K,0
B0006ARBO2,0
0783881908,0
0373870353,0
B000FM7IHG,0
0394534727,0
0940687038,0
039915244X,0
B000K09Y66,0
0786222824,0
0374336741,0
0435272330,0
1414243820,0
0809448041,0
