movie_id,quality
B0007JINXU,4.9037703305563065
B000GM41W0,3.8927613941018766
1593558244,4.379513325267125
0679894268,4.908256880733945
0440100682,4.397124024751143
B00085ZTQM,4.430092460424624
B000O2TII4,4.903846153846153
B000OVCIXM,4.811218985976268
B0007ISJTE,0.9856459330143541
0872861554,1.7941176470588236
0425061779,4.974226804123711
0393975657,4.975609756097561
B000OV8KLQ,2.444444444444444
1587884925,4.46065206381999
0312858787,4.175759253768757
1575000172,4.56896551724138
B000P308UO,0.234375
B0007JBU9Y,4.797297297297297
B000GYA244,4.715447154471545
B000IRQSJ2,4.953703703703703
0671415999,4.967741935483871
0671568973,3.9245283018867925
B00088NPJC,4.636551180331008
B0006W2QCW,3.8461538461538463
0385263309,4.411764705882353
B0007F4AZO,3.9404462940374545
0743449274,3.913111715257539
B0006WPIL8,4.916666666666666
B000N7DBM4,4.77909940526763
B000NQIR5G,4.587628865979381
2913903843,4.984984984984985
B000J2GEVS,0.9861111111111112
0793527929,3.8545454545454545
067399810X,3.78494623655914
B000KDDB6C,4.951923076923077
1594200521,3.95959595959596
B0007JVQAC,1.8589743589743588
1561586420,4.984567901234568
B0007DLU4U,4.966666666666667
080501389X,4.857142857142858
B000KWTYMS,4.40582793085101
089942032X,4.126195644925872
0590430505,3.753846153846154
B000O037A6,4.6923076923076925
B000OIZTKE,4.800796812749004
B000OTLBF0,3.8489751887810137
068808589X,3.9876543209876543
0873522842,2.955197146370374
B0007HL41U,4.026224973543228
B000J2HSJU,2.956521739130435
B00005X3MB,4.736583554104715
B00005WCM0,4.471602823606122
0688118895,4.939759036144579
0312994036,3.891891891891892
B000O3XU3M,3.8181818181818183
B00005VKCD,4.945652173913043
0879233427,3.701863354037267
0671681745,4.124692312327457
074347578X,2.912133891213389
0792717953,3.7982222068182714
0394960262,2.83125
B000PZQ0HC,4.989106753812636
1565775074,4.95575221238938
0736618775,4.941860465116279
0471557323,4.984567901234568
B0002T8W4K,3.8840209727448793
B000NPAT6W,4.74650952629553
0816191182,3.9715302491103204
0449004023,4.936708860759494
B0009929LK,4.9576271186440675
B00086QINE,4.389931006430014
0521280281,4.958029197080292
B000GROB5C,4.122931585548408
B0007DM0AS,4.636609428129979
B0006WCPJ6,3.4371859296482414
B000MSYC4U,4.399113638114155
1581351097,4.912280701754385
0385019556,3.8459796149490373
0553146688,4.5034444666190065
0061056480,4.428389364635464
B0007DPR7G,4.458667372721414
B0007FTG44,4.3393808756212655
0763604593,4.552238805970149
B000N34TRE,4.651528324760835
B0008C09MO,4.441901982878162
B000NWHWMY,1.9116397621070518
B0006APKFY,4.752994011976048
B000NP2ZH8,3.9735099337748343
156043340X,4.728682170542636
0736421521,4.4146704120358224
5555768710,4.976525821596244
B000KVRHL4,3.588235294117647
B00089FBE8,4.3039913621718995
B000N4G72S,3.408450704225352
B000PT48VI,4.989878542510121
0807735272,4.055944055944056
B000FDFW8M,2.413793103448276
1890158720,4.9375
0736904867,2.9454545454545453
B000HOCSFY,4.4443901163495205
B000MZ72VS,4.919724770642202
0689814585,4.479166666666667
B000Q9OFJW,3.802395209580838
0060739940,4.910714285714286
B0007IZ4KG,3.278529995213377
B000GTIIKO,3.953623188405797
188517375X,4.673913043478261
0060589817,4.9576271186440675
0786201533,3.8518518518518516
B000OZY5T8,4.295692222441222
B00087H77Y,0.25925925925925924
0520238648,4.745762711864407
1880692228,2.883116883116883
B000OTSB5S,4.326923076923077
B00005AVWT,4.587319584037804
037387314X,4.955156950672645
B000MV846E,4.930555555555555
B0006D30T4,4.60531644054384
0553100343,3.7288135593220337
1578566924,4.926470588235294
0786705698,2.9625000000000004
B0006ORWCE,4.957044673539519
B0007DKK8M,4.6610169491525415
0553050869,4.933333333333334
B0009NS97Y,4.379934752955493
B0008AGU38,4.910714285714286
B0006DJZPC,4.958029197080292
B0000CMKQ6,2.9302325581395348
1400030625,3.8232044198895028
B000I9U724,4.94949494949495
B000FOT6F6,4.947368421052632
B0007FADCS,4.889705882352941
0761501657,4.400720624257112
B000GZDZOC,3.5260115606936417
B00086Y73C,3.860869565217391
B000N64AHA,3.9579500657030224
B000JH0GMG,3.8232795242141036
0972852913,3.2631578947368416
1570620970,4.947368421052632
B00029DHYU,4.774078863333472
0849906334,4.728682170542636
B000OXJQFI,3.8571428571428568
1929142137,4.713598479153883
B0007HFU9C,3.9607843137254903
0373158947,3.636363636363637
0060006633,4.9576271186440675
B0006OZWBM,1.8620689655172413
B000CNPMFS,4.516685910168379
B0007DW6JI,4.547642678208373
B0007DF7XA,4.6923076923076925
B000F0J3CQ,3.96
0786238208,4.405240436041257
1414253370,4.3119266055045875
0753101602,3.911111111111111
0755301145,3.942857142857143
1591450179,1.9245283018867925
B0007DDTQC,3.823529411764706
B0006W7FZ0,4.962962962962963
B0006AKV8K,3.9396486754999858
0020662300,4.620832891427411
0879978171,4.720223773752087
B0007EEGW2,3.977653631284916
1861631553,4.814814814814815
0877845247,4.9565217391304355
B000CITLR8,2.9508196721311477
0891075305,3.965217391304348
B000PM8NSO,4.059456928838951
1592400000,4.924242424242424
0671039164,4.977827050997783
0312071132,3.6075949367088604
0613121260,1.9799031986531987
B0000547L7,4.177677110228107
B0007DEI30,3.878787878787879
0451215826,4.90566037735849
B0006DYUKC,2.9433962264150946
B0008AKFPM,2.379008867502722
B0007EFX8S,4.939024390243903
0660194651,3.672289156626506
B000PD8REI,4.546252905480178
B00009RB0I,4.50709754906204
0373289170,3.103448275862069
B000P8NMUC,2.9840351748971425
B0008AXLPS,4.223791030604926
B000HLRJII,2.1929824561403506
0875522238,2.8718321926868278
0684871882,0.11764705882352941
B000OCZEQ4,2.7887323943661966
B000JMKO46,3.3189797270888914
0743542355,1.8214285714285714
B000PC3Q3G,4.869633891988841
B0008A9LD4,2.799043062200957
B0006YQ5J0,4.586219772282337
B000NMFR5I,4.664948453608248
B000LAY7L2,2.8087649402390436
0805431721,4.741379310344827
B00089OGFS,4.850392954369602
B000873U16,2.8151658767772516
B000QS1712,4.634146341463415
1570916209,4.479166666666667
B0007ESB7S,2.8269230769230766
1559708255,3.9611650485436893
B0000CLT55,3.9245283018867925
2877141667,4.930555555555555
0451411978,2.7750000000000004
1573581445,4.913793103448276
B0000546YY,4.5499140947576056
B000JL5QF4,1.769207202913844
0921991274,4.989106753812636
1563525542,4.96
0451186273,3.8974358974358974
B0006ANV46,0.3448275862068966
B000N74WJA,3.0510692993537125
0974764507,4.97191011235955
0451182596,1.9651162790697674
159116852X,4.923076923076923
0374246823,3.893805309734513
0771086954,3.8380281690140845
0333580443,4.50130116383731
1892723131,1.7
0292796013,3.058823529411765
B000HKTCHK,0.8838383838383839
B000H066YM,3.6337278410111247
B0007DT5W4,4.931506849315069
B0008KLPHY,3.3503480278422275
B0006E22HE,4.95575221238938
B000MZBV0G,4.973684210526316
B000O2PA7W,4.958029197080291
0892362170,4.711246200607904
B000GX3ZKS,4.973684210526316
B0006AL10C,4.504432563553774
B000P6H5L6,4.83739837398374
B000IXGAQM,3.8269455473381875
B000JWPMHK,3.636363636363637
B0006ASAM4,4.261327788408595
0060963964,4.393939393939394
0671511041,4.565217391304349
B000GRCOVU,2.943396226415094
059534206X,2.977777777777778
B0006YVEWS,2.7980769230769234
B000OUG9A6,4.840848806366048
B0009CUUZY,4.090252342457692
0553255916,1.7921306715382108
0688155723,1.7380952380952381
0393090442,4.523126593706211
B000OVB2FC,4.636363636363637
B000I2KF82,4.576271186440678
0395752868,4.587628865979381
0192821342,4.933333333333334
1410400719,3.6363636363636362
B0008CYLHI,4.326413023830664
0870057073,4.899713467048711
B000FMKL9I,4.7317073170731705
9993995878,1.9803921568627452
B0006COU58,4.91869918699187
B0006AODFC,2.1929824561403506
0590890123,3.858156028368794
B000NTBP0W,4.461362857632345
B000PD6VVE,3.861003861003861
0399139486,4.342903574587828
0451519418,4.530523101349114
B0006BTTGO,3.938775510204082
B0006C65ZQ,4.989106753812636
B000PWGGLK,1.8588235294117648
B00086KIIA,4.958029197080292
B000MAHBX2,0.5833333333333334
B000QKUXL0,4.905982905982905
B000NJL7IM,4.601258496321533
B000PK3PVQ,4.925373134328358
B000I8EMXU,4.75
0679721886,2.8417508417508412
B0006AKL30,3.749380705286877
B0007G143Y,3.922413793103448
1593108702,3.919191919191919
B0006CVTUM,4.019138755980861
0881033383,2.968462549277267
1557389071,1.6923076923076923
B000867L6M,4.663215288026847
0140378561,2.989010989010989
0743551443,4.098984771573604
1572703539,2.678571428571429
B000J0CIH4,3.9411764705882355
B000NPTH06,4.774193548387097
0850454336,2.769230769230769
0441006310,3.848101265822785
B000EI3XOS,2.9748175182481753
B000PKZ88E,3.8857142857142857
0440217822,2.557377049180328
0373871686,4.955156950672645
0808576860,4.024563538153454
1841197963,3.9344262295081966
0691066264,4.86328125
B0007J66ZM,4.775280898876405
0739303252,4.315082449169687
053100175X,4.782578616084202
B00069XYB2,4.444444444444445
B000FDO2QA,4.958029197080292
0394499883,3.133654580131736
B0007EVVWK,4.432237574643501
B000IEBT1M,3.9745222929936306
B000Q3020O,2.9499999999999997
B000N6KMHW,2.9302325581395348
B0007E9PK0,4.968152866242038
B00087MAEY,4.669312169312169
B00088QR7O,3.3728693835201664
B0006S8NJG,3.636363636363637
0137935633,4.92063492063492
0671769731,3.972207643787806
0875650589,4.924242424242424
0811209261,4.722222222222222
1417635886,4.433941930759118
B00030KOKS,4.818181818181818
055277183X,2.4561403508771926
B0007H0AIS,1.2916666666666667
B000PIU2DW,4.854771784232365
B000K9ZXQ2,4.368665332725842
0380809052,2.8656716417910446
B000JWI628,4.95575221238938
0520061136,4.948453608247423
B00005WVEU,2.980891719745223
B000H7OBG0,4.537704728408045
0525457232,4.912280701754385
006443298X,4.924242424242424
B000JJZZB6,4.915254237288136
B0001PG3V4,3.39568345323741
B0008AQXUI,4.436004516320925
0439120616,4.903846153846153
188442810X,4.524987386896175
B000NPREMY,4.524179652973137
B000HX5R5S,4.613888466447911
B0002X7W3I,4.144736842105264
B000NUOAXK,3.5624309662732956
B000JVEXQ2,0.9302325581395349
0195051858,4.958029197080292
B000J539B8,4.903846153846153
B00086O21E,3.3636363636363638
B000KWC7PY,4.269301213091643
B0000CHQXL,4.7368421052631575
B0007KAS2I,4.95575221238938
0975893327,3.7581395348837208
B000KOUVTG,4.436619718309859
0571215114,3.9402985074626864
B0007DNBOC,4.537366548042703
B0006RDXWY,4.873096446700508
B0006R529Q,4.965986394557823
0520083490,4.90566037735849
B000OT8GU8,4.897172236503856
0634041584,0.7710843373493976
B000J5P2WW,2.9302325581395348
B000P2A45Y,4.430145892800507
0785726896,2.686411149825784
B0008AHV5E,4.894736842105264
B0006AUQ4O,4.647887323943662
0679433384,4.48552088272483
B0006APCCA,4.281636367946256
B00086MA4K,4.962686567164179
B000FHFX2S,2.9745762711864407
184176762X,3.92
B0006AY2TY,4.9883990719257545
0373611404,2.8
1582870683,4.6294119145325725
0141308141,2.7593582887700534
B000MWDD64,3.8974358974358974
0460874012,4.710327935066434
B000FOM3MY,3.7885086981655025
0553804677,4.2762198880581925
B0007F716O,3.7735849056603774
B0006AY13Q,3.950617283950617
0007142404,2.7980769230769234
B000OVGKBS,4.96
B000JH2JSA,3.9473684210526314
B000NC0CE4,4.95798319327731
0738700436,2.688679245283019
B0007HJNAO,4.957805907172996
0373873190,3.9641255605381165
B000HKHUMY,3.791907514450867
B0001KIH2W,3.9092073417344575
B000FTEA02,4.442815079951936
156971679X,2.7411167512690353
B000J5L0BY,2.780487804878049
B000MVQUFQ,4.814814814814815
B000HZD172,3.8927613941018766
5557025154,3.4263959390862944
B00085POLM,4.612945214729897
B000OVJ24A,4.864864864864865
B0007DQ3W4,4.28044556851892
B00005WAUV,4.81651376146789
B000P42BWG,4.907407407407407
B000Q30DHG,2.5078125
B000HKB7OG,4.264205350484432
B000JX8QS6,4.518279723259663
B00005V7Q4,4.134867695465032
B000GRMDY8,4.9333333333333345
1587316315,3.9402985074626864
0006548563,4.6361940298507465
B000NPNHCK,4.951456310679612
B00005VOJU,2.830769230769231
1883332923,4.3317084451065355
034531736X,3.1313131313131315
B000QA5VL2,4.916666666666666
0977219704,4.958029197080292
B0006QSC30,4.325639317772091
0670876127,4.307359307359308
0553714082,4.764150943396227
B0006DLNLQ,3.4705882352941178
0451520734,4.468663878344387
B00089WMYU,0.8043478260869565
0252064798,4.96
B00087BJWI,4.389768697123635
B0006CPK9S,4.905982905982905
1577941381,4.912280701754385
0802139701,4.486646099746748
B000N793AS,3.6910607790926986
0306444674,3.921875
1855324199,2.94
087120522X,4.912280701754385
B0007BHEBU,4.967532467532468
B00069Y9NO,4.957983193277311
B000PFNEI0,3.9615384615384617
B000IH9FUQ,4.939024390243903
B000K6ROJY,0.9345794392523366
0198692641,4.974226804123711
0380810220,4.774193548387097
B000NNX218,3.1976802520418195
0091473306,3.8904109589041096
B000PX5NYK,4.4358344923116455
0520050436,4.745762711864407
B0007AIKXM,1.9710144927536233
B00005X8GU,4.416161083267388
B0008D0IKG,2.4124192411460834
B000PS7RGC,0.9302325581395349
0747501807,1.8507462686567164
B000JC7ZV6,4.676823415857981
B0006AQ1SE,4.690330919831469
0972966609,4.978165938864628
0141183055,4.520728306375089
B000EY3NX8,4.687558963467229
1568951582,4.779411764705882
B0007GZZ9I,4.008582834051433
B000PDLTTS,3.6910607790926986
B0007FHUUG,4.958029197080292
1594141703,3.636363636363637
B000PJ8B6Q,3.933333333333333
B000EHCX72,4.0218040479597414
B000H7GW2Q,4.318099064090598
B0007DXMXC,3.6729559748427674
B0007EXY66,3.6333333333333333
B000JZ0JIE,2.8372093023255816
0198503326,3.95
0843940204,2.8714285714285714
B0006EY13W,3.951203547778102
0373763786,4.910714285714286
B000N67L3U,1.96319018404908
0451205650,4.545454545454545
B000H4F0ZO,3.9285714285714284
8426414486,3.9197707736389686
0071422803,3.977900552486188
1558322027,4.9275362318840585
1568385226,4.947368421052632
0786109785,4.958029197080292
B000R0HMHC,3.777126099706745
B000HE6RFG,3.576923076923077
B000882PWK,3.971631205673759
B0007FE0KY,0.9900990099009901
0743226178,2.7067209775967407
B00089VLYM,2.861111111111111
1596004150,4.961538461538462
0713156872,4.464285714285714
0865546576,4.822695035460993
0385484003,2.0779220779220777
0525934278,3.88538806961795
0688022235,4.122270276431631
B0000547MW,3.753846153846154
B0006AQ8X2,3.9097744360902253
0451123158,4.0441210694493455
B000MVU6TM,2.968462549277267
B0007FVGZG,4.945054945054945
B000ESAHGA,4.969387755102041
B0006BZ42M,4.941860465116279
0066239354,4.479166666666667
B000NRVH3Y,2.8021292118488303
B000G9RZ5I,2.9634146341463414
0963257714,4.934210526315789
0375759344,2.9166666666666665
B000NWA9FQ,3.6875
0843940417,2.590909090909091
B000I6UY20,3.581881533101045
1571458654,3.9565217391304346
0380795981,4.774193548387097
093337741X,4.921875
B00087BFGS,2.0317460317460316
B000E7BV16,4.288783501629257
B000I14UO8,4.987531172069826
B000LSBR6C,4.9561403508771935
1581347723,3.9527972027972025
B0009MK6U8,2.1265057061330546
B0002MKEJI,4.596774193548387
B0007I1IQA,4.326607312551543
B000EHNG3C,4.951923076923077
0786882190,3.7777777777777777
B000KFYXIU,4.499051129109489
0736617906,3.5899655308369636
0373483287,3.48
0805211187,3.987987987987988
555860302X,2.682926829268293
B000PL3WXG,4.7368421052631575
B000J2AO7I,4.351851851851852
B000FJEIGI,4.3073887271937625
0821730096,4.925373134328358
B0006XLABY,2.84375
B000G5ZLX0,3.9661016949152543
B00072TNRC,3.406251506961563
B000H6LAOM,4.3738371508306875
0201314525,3.933333333333333
B0007I0S2U,4.912280701754385
B000BJI59I,2.0
0689842317,4.204228997792318
0679446389,1.6363636363636365
B0007AXDFM,4.913793103448276
B0007GXUTK,0.8838383838383839
B000NVDE0Y,3.7333333333333334
B00005VWO4,3.791907514450867
0736647600,3.985762326300218
0297817604,2.308641975308642
B000P9XBJI,4.984939759036145
B00086KD08,4.451150478673859
B000J6B2QQ,4.110307161599732
0786106190,3.973684210526316
B000J4W7D0,2.988095238095238
B000J4S34M,4.750178725807422
0808509675,4.741332482832128
B0006QWLYQ,4.510292905286657
B000J2KJ9Q,4.67295943062279
B000N7441Q,4.364226880214167
0060166231,4.94949494949495
073660653X,4.5035722172364885
052134770X,3.923406369061437
B000GRQ542,3.991590120504047
B00071W8ZM,4.399605705043632
0913543594,4.903846153846153
B000N642BE,3.9576114613560875
B0007E309W,4.934210526315789
B0006AQOWW,3.9431346010778943
B000GR9LZC,4.065084650406753
B0007Y9K96,4.263365811796892
B0007FS8ZC,4.38829386147631
B000EUKR68,3.749128919860627
0761516751,2.9625000000000004
078619829X,4.295412264182852
1562011243,4.8876404494382015
0486425339,4.797297297297297
0380794853,4.848484848484849
0374523827,4.342105263157895
B0007F8M08,0.8815028901734104
B0006IU6XM,4.969387755102041
B0008897EO,2.936768149882904
B000NPTKR6,3.645265357805117
B000K862OU,2.4255319148936167
0670010162,4.984326018808777
B000GRQ54M,1.9736842105263157
B000HA1UTI,4.9375
B0007E8KBU,4.6508794863842775
B0000CLP0G,3.9622641509433962
B000N6OF5M,3.9551550934690805
0317644556,4.925373134328357
0833519743,4.309885078590188
B0006AK5MW,4.9683544303797476
0786004827,2.426294820717131
0385112025,3.7333333333333334
B0008A51A6,4.2433537832310835
B00089MV6Y,2.517857142857143
B0002EAREI,2.8386284129832515
B00072BZ3C,4.96
B000NSHZGG,3.942663988821802
B000NPT7YM,3.2228070437025655
B000O1UOU6,3.946734305643627
0785110828,3.3417721518987342
B000HLHC94,2.6037735849056602
B0006E1QLC,3.9741935483870967
B0006AV0HG,3.9656357388316152
B000GLJJJ6,4.066191859520038
B0006IU4MU,4.83695652173913
1562010530,2.952380952380952
1590580540,3.642857142857143
B000HM2MDO,3.7142857142857144
B00087S124,3.050179458862507
1421808757,4.619461287212889
B000873CQO,4.191679111904733
0449908534,4.915254237288136
0613642503,4.627329192546584
0854491449,3.888888888888889
B000JMKNB0,4.726027397260274
1594130922,2.6582278481012658
B000OVQM84,2.766233766233766
B000IY8UEG,4.634146341463415
0393323714,2.6363636363636362
0785269290,3.8620689655172415
0091885671,4.441366664165537
B00005WC9N,4.889705882352941
B0006D7VV2,4.86842105263158
B0006BQEI0,4.871794871794871
1586856960,4.952830188679245
B000MU83C0,2.0491803278688527
B000PGHVC4,2.830246913580247
0445409061,4.872611464968153
B000NNKUO0,4.9324324324324325
0786188111,3.7916666666666665
B000GLPR8S,4.90566037735849
B000PX578C,4.343110117338597
0613011740,4.332874258915977
0854566716,4.458807236325697
B000KUOFHY,4.682446119963428
0312097298,4.779528999388679
0618256288,4.40251572327044
B000NLYVNI,3.2533333333333334
0060525193,4.912790697674418
061350142X,4.297688482599829
B000JV7X32,3.442622950819672
0142302031,3.679144385026738
B00005473R,4.244604316546763
0563494085,4.021078886134177
B0006W8YHI,3.8010752688172045
B000KIKA66,3.3110402371057632
B000NJI6PE,3.9329608938547485
B000HWYJ80,3.636363636363637
B000N7GM2U,4.9375
B000GT6DU6,1.971563981042654
0753455064,4.77909940526763
B000MYGH6K,2.9499999999999997
044166251X,4.864864864864865
0140440704,4.458339685238346
B000KOXTW2,4.930555555555555
0940322986,2.9433962264150946
0393313034,4.923076923076923
B000JES9OG,4.319756177598367
0192822055,3.946666666666667
0521094720,4.08093907100317
B000GTEJE8,3.9814814814814814
B000JJVG8C,4.973684210526316
B000HUE0TU,4.915730337078651
1886940045,4.861111111111111
B000GRBTCK,4.445319815732331
B000EWKRM0,4.89247311827957
B000N77742,4.859154929577465
B00088GYZO,0.9131513647642678
1595400389,4.480072851521956
0393050033,4.945652173913043
B0007H0SQC,4.829059829059829
B000K1Y9GK,3.8840579710144927
B000NR9UW4,4.903846153846153
B000HHF8Q2,4.462494559750264
B0007ALNSQ,4.848484848484849
B0006BMCIQ,4.81651376146789
B0006C90FS,4.537366548042703
9561001071,3.921875
B000KKAKVY,2.9470588235294115
B000MU2TG6,3.8548524261726294
B000FUTQBO,1.844155844155844
0877549249,4.83802749653918
B000K8XVBM,4.202127659574469
0446694835,3.954022988505747
B000KAFOGK,3.7346860456990942
0789208687,3.9402985074626864
0791442314,3.593220338983051
0070136831,2.830188679245283
