movie_id,awardee,firstTime,lastTime
B000MCGNCK,0,1315267200,1315267200
B000KCSGPE,0,1300924800,1350691200
B000FS5GCE,0,1308268800,1332374400
B000HX3T9O,0,1311033600,1351123200
B0006AUIKG,0,1307059200,1307059200
B000JOOEK4,0,1308787200,1337731200
B000MU83C0,0,1333670400,1333670400
B0006WIOKU,0,1323907200,1323907200
0451525132,0,1324771200,1347235200
B000H7EK9I,0,1336435200,1336435200
B000I2UNB6,0,1315353600,1358812800
0879101970,0,1306281600,1306281600
B000HKRIJO,0,1299456000,1359504000
0061149055,0,1325030400,1349136000
0717802183,0,1343865600,1343865600
0783818874,0,1317340800,1359244800
B0006AONUC,0,1314921600,1360886400
B000H8PZG4,0,1324425600,1324425600
B00073834A,0,1339977600,1339977600
B0008B4FE8,0,1328313600,1349481600
B000U2M5HO,0,1302739200,1361145600
B000LF4TO2,0,1333670400,1333670400
B000HGOO4A,0,1325808000,1325808000
B000JTNQLW,0,1348790400,1348790400
B000GP1QHK,0,1299283200,1333065600
B000KEPCF4,0,1332979200,1359590400
B000KJPK10,0,1308182400,1308182400
0786269502,0,1306800000,1358035200
0806520590,0,1332979200,1332979200
B000MV8HNY,0,1318809600,1357430400
B000MXQ3AQ,0,1351814400,1351814400
0753113880,0,1305676800,1362268800
1928746071,0,1356825600,1356825600
B0007GZPJI,0,1302048000,1361232000
B000KEPCGI,0,1300492800,1327449600
0754053482,0,1326672000,1326672000
B000GSKM0E,0,1340668800,1355961600
0521294231,0,1322352000,1355097600
0465081401,0,1345248000,1345248000
B000Q6XOTW,0,1311206400,1311206400
0743417917,0,1307750400,1307750400
B000OVGBTE,0,1338249600,1353369600
B00085T7BU,0,1334102400,1334102400
1419129090,0,1333929600,1333929600
0582282101,0,1334534400,1334534400
0380810719,0,1353888000,1353888000
B0007ERZRK,0,1330819200,1330819200
B00085Z296,0,1316822400,1316822400
0380727188,0,1343088000,1343088000
B0006CQIWG,0,1332460800,1332460800
B000N7AR26,0,1330992000,1330992000
1564145190,0,1351641600,1351641600
B0007DLJQO,0,1353542400,1353542400
0871232677,0,1301011200,1301011200
0373802331,0,1348876800,1353283200
B00086UH8Q,0,1350000000,1358467200
B000MV8HPM,0,1333152000,1333152000
0747536678,0,1327968000,1327968000
0786197072,0,1347580800,1347580800
B000F3BTDO,0,1324166400,1335571200
B000P961SQ,0,1329609600,1329609600
1557424365,0,1330992000,1330992000
B000NZQHR2,0,1313884800,1313884800
0385301898,0,1348012800,1348012800
B000MV8HP2,0,1299974400,1299974400
0440508088,0,1339804800,1339804800
B000EVE30S,0,1338249600,1338249600
B000PV74BW,0,1333411200,1333411200
1588076911,0,1333843200,1333843200
0876545991,0,1339372800,1339372800
B0007E2AL6,0,1325462400,1325462400
0873388364,0,1338076800,1338076800
B00005XZU2,0,1336435200,1336435200
B0008AYIQO,0,1324598400,1356825600
B000MUGWTG,0,1344124800,1344124800
B00087Q39M,0,1302393600,1302393600
B00088AO46,0,1354060800,1354060800
B000I3Q9FO,0,1299456000,1358121600
B00089L7X2,0,1302912000,1337385600
0890512582,0,1308009600,1308009600
9991677429,0,1315267200,1315267200
0446513962,0,1325635200,1325635200
0795152450,0,1355270400,1355270400
B000MZWXNA,0,1300492800,1360195200
B0007EH5S4,0,1322352000,1322352000
B000IUVGAK,0,1314144000,1359849600
B000PCL50W,0,1358726400,1358726400
019283357X,0,1300838400,1362268800
B0006BVZDO,0,1322611200,1325462400
0007140029,0,1318118400,1359504000
0316608068,0,1318464000,1337990400
B000MV8HQ6,1,1308700800,1339113600
0465081428,0,1306195200,1306195200
B000GLJF2W,0,1312156800,1360108800
B000KRX79O,0,1346284800,1346284800
0385500912,0,1302134400,1326931200
0613175719,0,1299888000,1361664000
B000N7KPM8,0,1310256000,1325721600
B0006ECKLC,0,1330214400,1330214400
B000O03DWI,0,1310947200,1310947200
1414307381,0,1344470400,1344470400
0870116002,0,1299283200,1299283200
1570671133,0,1348617600,1348617600
1573922730,0,1361491200,1361491200
0465081436,0,1331337600,1331337600
B000MU83H0,0,1336867200,1336867200
B000GL8UMI,0,1299542400,1361145600
1933471921,0,1335657600,1335657600
B000NPXVIK,0,1306713600,1345852800
B0007EC6H4,0,1306108800,1330041600
B000IXS1X2,0,1346457600,1356220800
B000Q9G84W,0,1343001600,1343001600
B0007J7HE6,0,1309737600,1309737600
B000N7KPMI,0,1334534400,1334534400
B000MV8HRU,0,1305676800,1305676800
B0006DH5O0,0,1334361600,1334361600
B000L6Q9ZS,0,1307577600,1360108800
B000MV8HS4,0,1300665600,1300665600
B000GACQZG,0,1306713600,1343433600
B0006AKK9K,0,1308441600,1346976000
B0006AONZC,0,1329782400,1329782400
1563332183,0,1330992000,1330992000
B000MUGWVY,0,1299196800,1347667200
B000P9XB34,0,1333152000,1358640000
B000MV8HSY,0,1350000000,1350000000
B000KP4REA,0,1301184000,1301184000
B000KYND8W,0,1309564800,1309564800
B0001GDR0I,0,1339286400,1339286400
0451525191,0,1329696000,1361923200
B000G9RUGW,0,1308700800,1308700800
B0007K33F2,0,1303689600,1361750400
B000BH3DE2,0,1323648000,1323648000
1404313443,0,1331424000,1331424000
0373802366,0,1330473600,1359590400
B0006DH5OU,0,1332547200,1332547200
B000MWDSK0,0,1354406400,1354406400
B000N7KPNM,0,1325548800,1325548800
B000JWW1UG,0,1333843200,1356048000
B0006APJFA,0,1323302400,1341014400
1556909330,1,1301356800,1361059200
B0007EN0MO,0,1311465600,1311465600
0373272456,0,1305763200,1305763200
0025485016,0,1326672000,1326672000
B00005XZX4,0,1349049600,1349049600
B000859D5K,0,1328572800,1328572800
B0006E2VT8,0,1307145600,1359849600
B000GSKM5E,0,1307404800,1307404800
B000874HTU,0,1358553600,1358553600
B0001GDR1M,0,1318032000,1318032000
B0007DMFAS,0,1332547200,1332547200
0441316158,0,1338595200,1338595200
0192817507,0,1308096000,1316995200
1404313451,0,1331424000,1331424000
B00085Y6SO,0,1332979200,1361232000
0786269561,0,1361664000,1361664000
0783813929,0,1330128000,1330128000
B0008BF70E,0,1319155200,1319155200
1581346581,0,1348704000,1348704000
B000PRN1V8,0,1342915200,1342915200
B0006BQ4RQ,0,1361059200,1361059200
0404607403,0,1320278400,1360713600
B000MWDSLY,0,1301356800,1354579200
1587158868,0,1324252800,1351382400
B000NDGNP0,0,1306713600,1346371200
B000GQSPLY,0,1334620800,1334620800
B0007JT302,0,1337212800,1337212800
B0001GDR26,0,1304985600,1358035200
0192839020,0,1299283200,1361750400
B0007ED26I,0,1335657600,1342137600
B0007ENW72,0,1345939200,1345939200
0942637747,0,1343606400,1343606400
B0007I67S4,0,1308355200,1308355200
B000KP4RGS,0,1329609600,1329609600
B000J0HDBK,0,1339372800,1357257600
0747222649,0,1330905600,1330905600
B000MU83KW,0,1303344000,1303344000
B000GQXOYW,0,1324080000,1345852800
B000MW004W,1,1300579200,1353110400
B000MU83K2,0,1337558400,1351987200
B000P4Y656,0,1319932800,1319932800
B000MV8HUW,0,1317168000,1317168000
B0007IKVWW,0,1343260800,1343260800
1574531794,0,1313539200,1329782400
B0006DD20Q,0,1330992000,1330992000
B000MV8HUM,0,1334188800,1334188800
B0008692WI,0,1329523200,1361232000
B000HVSC48,0,1347926400,1355616000
B000IUPLOM,0,1335398400,1335398400
156261312X,0,1326240000,1326240000
0671624458,0,1340323200,1340323200
B000874HVS,0,1330992000,1350950400
8423947777,0,1342915200,1342915200
B000P961YU,0,1339286400,1339286400
B0006BWV4Q,0,1337385600,1337385600
B0007EH5XE,0,1319500800,1319500800
B000I9A6HU,0,1355616000,1355616000
0140182659,0,1339027200,1339027200
B0006BM13C,0,1360454400,1360454400
0373691599,0,1307404800,1307404800
B000MREGNI,0,1326499200,1326499200
B000KT2MSY,0,1332979200,1361232000
B0007IWLFC,0,1338940800,1338940800
B000J189U8,0,1319155200,1354665600
B000NP2BO0,0,1358294400,1358294400
0373802390,0,1342828800,1342828800
B0001GDR3U,0,1313798400,1356393600
0451509137,0,1299801600,1361059200
B0006E2VWU,0,1312416000,1346371200
B0006DYQ6U,0,1341532800,1341532800
B000LBXCAI,0,1309219200,1355788800
B000HW2CNY,0,1313798400,1313798400
0896214869,0,1335830400,1335830400
B000MWDSOG,0,1310688000,1345939200
0786280670,0,1300406400,1361923200
1887368566,0,1345420800,1345420800
0708914349,0,1305504000,1305504000
B00086OMHI,0,1326412800,1326412800
0060739126,0,1338595200,1338595200
080240734X,0,1344902400,1344902400
0133042707,0,1361750400,1361750400
0871238160,0,1301443200,1301443200
B0007J8D5S,0,1324857600,1324857600
0613997905,0,1319760000,1319760000
0380816210,0,1328745600,1357603200
006029776X,0,1316476800,1316476800
B0007ESVFK,0,1312588800,1359676800
B000H48A60,0,1316736000,1354233600
1584851325,0,1336867200,1336867200
B000CZ38SY,0,1324166400,1324166400
B0001GDR5I,0,1309478400,1360886400
B000N7GM2U,0,1361145600,1361145600
B0006AUIVA,0,1314489600,1314489600
0883686422,0,1357776000,1357776000
0451509145,0,1329696000,1361923200
B000MU83NO,0,1314576000,1314576000
B000I415PC,0,1315180800,1315180800
0870116061,0,1353542400,1358467200
0393051358,0,1322784000,1322784000
0972311602,0,1362268800,1362268800
B00071F1LA,0,1324857600,1324857600
1594200629,0,1313798400,1347408000
0333698673,0,1336176000,1336176000
B000MU83NY,0,1350259200,1350259200
B000FSQ6K0,0,1305244800,1305244800
009949762X,0,1356652800,1356652800
B0001BJEBY,0,1310860800,1310860800
0613926218,0,1345334400,1345334400
B000880ZBI,0,1316822400,1316822400
0606035826,0,1355788800,1355788800
B000MU83O8,0,1349481600,1349481600
B00089M3KS,0,1303516800,1303516800
B000HWYS9A,0,1322956800,1322956800
B000IH94V6,0,1304121600,1304121600
B000QB8IXE,0,1306281600,1306281600
B000OYQE6G,0,1302912000,1330387200
B0007GZPTS,0,1355529600,1355529600
078576562X,0,1309910400,1330473600
B00086TLW4,0,1339200000,1339200000
B00085Z2D2,0,1360454400,1360454400
B0008BF76S,0,1311984000,1311984000
B0007I73CI,0,1358380800,1358380800
B000K1Y9GK,0,1355097600,1355097600
B00071FX72,0,1354060800,1354060800
0742626482,0,1316476800,1359331200
B000KTY6WO,0,1300147200,1300147200
B0006E2VZ2,0,1332374400,1332374400
B00088VGXE,0,1327363200,1327363200
0804006946,0,1333238400,1333238400
B000FMKEJ0,0,1314057600,1328572800
B000880ZCC,0,1354924800,1354924800
B0008AJL7K,0,1346803200,1346803200
B000OVT49I,0,1307145600,1359417600
0613159705,0,1355270400,1355270400
B0006DH5W2,0,1356220800,1356220800
B000PV808I,0,1317772800,1353110400
B0001BJEDW,0,1316390400,1359849600
0349130221,1,1340409600,1340409600
B0001BJEDC,0,1326240000,1358985600
0761139850,0,1359504000,1359504000
B000I1V51Y,0,1299369600,1361232000
020163211X,0,1357776000,1357776000
0791436829,0,1359331200,1359331200
B0006AVEDQ,0,1314748800,1314748800
1931018103,0,1299542400,1299542400
B0001BJEDM,0,1324598400,1358985600
B000F75UWQ,0,1317600000,1317600000
0001052888,0,1353283200,1353283200
1587263971,0,1323302400,1323302400
B000J521DU,0,1308614400,1355184000
0670811459,0,1330387200,1330387200
B000NWU3I4,0,1300924800,1361923200
B0008CPJYC,0,1329177600,1329177600
1565119754,0,1324339200,1350691200
B0006APJMS,0,1337904000,1337904000
1580627560,0,1343606400,1350432000
B000JGSOCG,0,1356134400,1356134400
0451172841,0,1302566400,1302566400
B000H09JCS,0,1345248000,1345248000
B000KIT9U4,0,1302307200,1350432000
0940724154,0,1352160000,1352160000
0736641238,0,1299283200,1362096000
B00088VGYI,0,1325894400,1325894400
B0007J7HNW,0,1353628800,1353628800
B000JNI5XC,0,1357603200,1357603200
0670811467,0,1304294400,1304294400
B000NQ8RV0,0,1315094400,1315094400
9681915283,0,1352419200,1352419200
0060932767,0,1335052800,1335052800
B000JJV4QG,0,1356134400,1356134400
158726398X,0,1299283200,1362268800
0373030908,0,1330905600,1330905600
B0001BJEEG,0,1339891200,1359849600
0271017872,0,1319932800,1319932800
1844130487,0,1302048000,1321660800
0801042917,0,1356220800,1356220800
1565119762,0,1324339200,1350691200
0595329179,0,1306022400,1306022400
0754054004,0,1342051200,1355011200
B000NXDSZ8,0,1351728000,1351728000
0743219430,0,1313884800,1313884800
B000H58VD6,0,1329868800,1329868800
B000LEJ3YY,0,1310688000,1359936000
B0008AJL8Y,0,1333756800,1337212800
B000NQIGPC,0,1335744000,1335744000
140433002X,0,1326844800,1326844800
0060513640,0,1319846400,1325030400
0786192178,0,1337472000,1337472000
B0006CHG7W,0,1346716800,1346716800
B000KIP660,0,1312243200,1312243200
1584851376,0,1334534400,1334534400
1565119770,0,1308096000,1361750400
0688128726,0,1348185600,1348185600
B000N761TO,0,1306627200,1321920000
B0007K33P2,0,1316736000,1316736000
B0008BV0H8,0,1338681600,1355097600
B000PAZZ3M,0,1342742400,1359763200
1404330038,0,1326844800,1326844800
B0001BJEFA,0,1341273600,1341273600
B000FMEJV4,0,1299196800,1358899200
B000L2CEJ2,0,1325635200,1359936000
B0001BJEFU,0,1342224000,1342224000
B0006Y6RAM,0,1339286400,1339286400
B0001BJEF0,0,1323734400,1341100800
B0001BJEFK,0,1341273600,1341273600
0060513659,0,1326585600,1356912000
B00086OMNC,0,1357689600,1357689600
B0007IXH8W,0,1360281600,1360281600
0932020739,0,1313452800,1313452800
1593083238,0,1302912000,1359590400
0918517036,0,1343606400,1343606400
B000N7GM7K,0,1330214400,1330214400
B000BTDLJW,0,1302480000,1361923200
B000880ZGS,0,1317600000,1317600000
0838428118,0,1324080000,1324080000
1592910173,0,1322438400,1322438400
B0007EYQCM,0,1343606400,1343606400
B000KEPCVS,0,1301702400,1348185600
B0000CKDWY,0,1311724800,1324944000
B000GWOCA6,0,1348444800,1348444800
039303531X,0,1356825600,1356825600
B000NP2BWW,0,1355961600,1355961600
B0001BJEG4,0,1299456000,1342310400
B000H2W4DW,0,1343088000,1343088000
B000HTVGHA,0,1301529600,1360713600
B000OVBCWU,0,1299456000,1299456000
B000L3OPCU,0,1345593600,1345593600
0394576543,0,1326672000,1326672000
0440464854,0,1315008000,1356912000
B0006AJOYC,0,1354060800,1354060800
0670811483,0,1305417600,1361836800
0440155797,0,1336089600,1336089600
B000NYQ3W2,0,1319932800,1319932800
061330313X,0,1357344000,1357344000
0394576551,0,1351555200,1351555200
0833512420,0,1342051200,1360886400
B00085ZY26,0,1303430400,1347926400
B000AQNG32,0,1337990400,1337990400
1880909723,0,1352937600,1352937600
0761139893,0,1332460800,1336435200
0451410238,0,1352764800,1354838400
0140094199,0,1330560000,1330560000
1576467449,0,1299283200,1362268800
1594200696,0,1316131200,1358035200
B00073CT1I,0,1320883200,1320883200
B000PFNEI0,0,1330214400,1330214400
B0007J3E16,0,1302739200,1302739200
